policy_id,driver_age,gender,driving_experience,vehicle_make,vehicle_model,vehicle_type,vehicle_age,engine_capacity,vehicle_value,county,annual_mileage,previous_claims,claim_amount_history,no_claim_bonus,policy_type,accident_risk_index,theft_risk_index,driver_risk_score,premium_amount
2189,63,Female,44,Isuzu,Dmax,Hatchback,19,1000,7942150,Kakamega,47448,0,0,1,Comprehensive,0.93,0.7,47.9,140682.25
2190,48,Male,24,Subaru,Impreza,Pickup,15,3000,7390757,Mombasa,54371,0,0,1,Third Party,0.61,0.42,40.2,129811.35
2191,53,Female,33,Mitsubishi,Outlander,Pickup,6,2500,2487329,Meru,7183,1,155344,0,Third Party,0.59,0.51,53.9,66959.93
2192,27,Female,0,Honda,CRV,SUV,16,1800,5641262,Kakamega,6581,2,64258,0,Comprehensive,0.52,0.94,88.4,123818.93
2193,69,Female,46,Toyota,Prado,Hatchback,17,2000,5107771,Kiambu,39486,0,0,1,Comprehensive,0.84,0.31,34.4,95716.57
2194,59,Female,37,Honda,CRV,Hatchback,12,1500,5419395,Machakos,8527,1,47455,1,Comprehensive,0.53,0.82,55.3,104740.93
2195,29,Male,3,Toyota,Corolla,Sedan,19,1300,637621,Embu,25001,1,127990,0,Third Party,0.7,0.6,71.0,41764.32
2196,30,Male,2,Toyota,Axio,Pickup,7,1300,5452882,Kilifi,36902,1,195076,1,Third Party,0.8,0.6,73.5,110593.23
2197,73,Male,50,Honda,CRV,SUV,3,1300,6675181,Nakuru,27797,0,0,1,Comprehensive,0.87,0.78,42.7,120977.71
2198,26,Female,8,Mazda,Demio,SUV,3,1200,4692774,Kisumu,23186,1,115858,0,Comprehensive,0.71,0.5,70.8,101241.61
2199,54,Male,33,Mazda,CX5,SUV,10,1000,3438578,Mombasa,43283,0,0,1,Third Party,0.41,0.51,33.0,64528.67
2200,65,Female,46,Nissan,Navara,Pickup,16,1500,9180186,Machakos,58408,1,169926,1,Third Party,0.35,0.43,39.1,153652.79
2201,32,Male,4,Subaru,Forester,Hatchback,3,2500,4486548,Nairobi,23749,1,231680,1,Comprehensive,0.74,0.87,76.1,100698.22
2202,65,Male,37,Honda,Fit,Hatchback,14,1800,1019050,Uasin Gishu,19060,0,0,0,Comprehensive,0.26,0.68,26.4,32285.75
2203,50,Female,22,Mitsubishi,Pajero,Sedan,6,3000,9141859,Nairobi,16683,1,235745,0,Third Party,0.24,0.83,51.3,165827.89
2204,72,Female,48,Isuzu,Dmax,Hatchback,11,2000,4140252,Embu,52578,1,212299,0,Comprehensive,0.56,0.47,42.7,89403.78
2205,24,Female,0,Honda,Fit,Hatchback,10,1200,7907632,Kajiado,8413,1,47575,1,Third Party,0.82,0.85,82.1,150414.48
2206,32,Female,10,Mazda,CX5,Hatchback,5,1000,5709223,Nyeri,54810,3,258543,1,Comprehensive,0.65,0.5,96.0,122388.35
2207,60,Female,40,Toyota,Corolla,Hatchback,12,2000,4186049,Kericho,17195,2,282394,0,Third Party,0.23,0.54,55.2,92640.74
2208,47,Male,19,Honda,CRV,Hatchback,4,1500,5026182,Nakuru,39850,2,74078,0,Third Party,0.76,0.56,78.0,112492.73
2209,43,Male,15,Mazda,CX5,Sedan,2,1500,1090404,Kiambu,31167,1,112417,1,Third Party,0.52,0.23,51.2,35956.06
2210,46,Female,19,Isuzu,Dmax,SUV,5,3000,9590883,Mombasa,56940,1,242875,1,Comprehensive,0.34,0.79,55.5,168963.24
2211,19,Female,1,Mitsubishi,Pajero,SUV,1,1500,5276581,Kiambu,30724,2,276982,0,Third Party,0.87,0.79,99.9,121998.71
2212,61,Male,41,Mazda,Demio,Pickup,16,2000,842039,Kiambu,50625,0,0,1,Third Party,1.0,1.0,57.0,41530.58
2213,61,Male,32,Mazda,CX5,SUV,12,1000,1257527,Meru,56814,0,0,0,Comprehensive,0.57,0.32,30.5,37412.9
2214,64,Male,38,Isuzu,Dmax,Sedan,12,2500,6478434,Nakuru,45157,2,120270,1,Comprehensive,0.32,0.93,63.7,127476.51
2215,37,Female,19,Isuzu,Dmax,SUV,3,1200,7472114,Kilifi,44355,0,0,0,Comprehensive,0.6,0.99,56.8,139081.71
2216,64,Female,44,Mazda,Demio,SUV,13,3000,2701719,Nyeri,15437,2,243804,1,Third Party,0.43,0.91,66.6,71675.79
2217,44,Female,20,Nissan,Note,SUV,16,3000,6341287,Kisumu,54211,1,130491,1,Third Party,0.39,0.9,60.2,121969.3
2218,39,Female,13,Toyota,Prado,Sedan,15,2000,7795937,Nakuru,22454,2,102208,0,Third Party,0.66,0.46,77.0,155139.05
2219,50,Male,28,Nissan,Xtrail,SUV,7,1000,4834150,Mombasa,33065,0,0,0,Third Party,0.49,0.86,44.4,95662.25
2220,37,Female,18,Nissan,Note,Hatchback,12,1300,7625005,Mombasa,35221,1,114794,0,Third Party,0.83,0.66,72.1,147625.08
2221,22,Female,0,Toyota,Harrier,SUV,5,1500,6157385,Kisumu,39986,0,0,0,Comprehensive,0.58,0.97,63.3,120760.77
2222,69,Male,49,Mazda,CX5,Pickup,6,1800,7562497,Kisumu,49294,1,158894,0,Comprehensive,0.49,0.6,44.7,137887.46
2223,34,Male,9,Nissan,Note,Hatchback,8,1000,4534919,Meru,31863,1,164256,0,Third Party,0.98,0.61,77.1,103923.79
2224,57,Female,30,Honda,CRV,Hatchback,0,3000,9789182,Nakuru,44276,1,42894,1,Third Party,0.35,0.72,48.9,170287.73
2225,51,Female,26,Honda,Fit,Pickup,1,1200,5201951,Kericho,48780,0,0,1,Third Party,0.87,0.35,45.1,96979.26
2226,40,Female,22,Nissan,Navara,Sedan,17,1500,7338414,Kiambu,50517,2,397154,1,Comprehensive,0.25,0.88,72.6,137426.21
2227,70,Male,44,Subaru,Impreza,Pickup,17,1500,4148311,Kiambu,35587,0,0,1,Third Party,0.25,0.82,26.4,74774.67
2228,54,Male,26,Honda,Fit,Sedan,2,1500,427162,Embu,47019,1,23319,1,Comprehensive,0.63,0.82,60.8,32457.43
2229,54,Male,32,Nissan,Xtrail,Pickup,16,1800,9007237,Nyeri,11221,1,194721,1,Comprehensive,0.89,0.91,70.4,165358.55
2230,58,Male,31,Nissan,Xtrail,Pickup,17,1000,1236402,Kericho,55083,2,168178,1,Comprehensive,0.86,0.66,77.5,51946.03
2231,63,Male,34,Toyota,Harrier,Sedan,1,1500,3545082,Kajiado,18357,2,150246,0,Third Party,0.57,0.58,64.7,86126.23
2232,48,Male,30,Subaru,Impreza,Hatchback,7,1300,3808739,Kilifi,19559,0,0,0,Comprehensive,0.61,0.49,41.6,78181.08
2233,21,Male,2,Subaru,Impreza,Hatchback,1,1300,5806389,Kericho,45324,3,443382,0,Third Party,0.9,0.3,105.0,131395.83
2234,31,Male,4,Toyota,Corolla,SUV,18,1000,8250389,Kisumu,25454,1,165991,0,Third Party,1.0,0.96,86.2,163955.83
2235,32,Male,4,Honda,Fit,Hatchback,9,1000,8844454,Kiambu,57384,0,0,1,Comprehensive,0.38,0.48,42.5,147766.81
2236,74,Male,49,Subaru,Forester,Pickup,1,3000,2467067,Nakuru,12661,0,0,0,Comprehensive,0.94,0.62,41.1,65406.01
2237,60,Male,31,Isuzu,Dmax,Hatchback,1,1000,9599574,Kilifi,5832,0,0,0,Comprehensive,0.65,0.39,34.8,164543.61
2238,50,Female,24,Honda,CRV,Sedan,12,1500,5216274,Uasin Gishu,42702,1,73705,1,Third Party,0.77,0.69,64.4,105294.11
2239,53,Male,26,Subaru,Impreza,Hatchback,0,1000,3743148,Machakos,17018,1,56678,0,Third Party,0.97,0.5,65.1,89097.22
2240,45,Female,24,Nissan,Navara,Hatchback,8,1800,2278596,Nairobi,38496,0,0,1,Third Party,0.43,0.89,45.7,52128.94
2241,64,Male,38,Toyota,Harrier,Sedan,2,1800,5293393,Kericho,22843,1,138801,0,Comprehensive,0.32,0.67,43.5,103100.9
2242,45,Male,16,Toyota,Prado,Hatchback,7,1300,4819448,Kericho,8769,1,203684,0,Comprehensive,0.37,0.47,50.5,96941.72
2243,64,Female,37,Toyota,Axio,Sedan,2,2500,6702403,Bungoma,39826,1,126558,0,Comprehensive,0.95,0.9,67.0,139086.04
2244,35,Male,10,Mazda,CX5,Hatchback,6,1200,2539336,Kiambu,18761,1,147011,0,Third Party,0.4,0.37,54.4,62790.04
2245,42,Female,19,Isuzu,Dmax,SUV,3,1800,8288826,Kericho,32664,0,0,0,Third Party,0.53,0.22,36.8,142582.39
2246,64,Female,43,Toyota,Harrier,Sedan,2,1500,2527883,Nairobi,15004,3,167985,1,Comprehensive,0.37,0.48,71.2,66968.24
2247,33,Female,13,Mitsubishi,Pajero,Pickup,8,2000,718086,Machakos,17466,1,201883,1,Third Party,0.66,0.28,61.4,36171.29
2248,28,Female,3,Nissan,Xtrail,SUV,12,1200,5026678,Embu,38673,0,0,1,Third Party,0.8,0.68,61.1,98900.17
2249,24,Male,3,Mazda,Demio,Hatchback,7,3000,3551045,Nakuru,47252,1,158010,0,Third Party,0.96,0.52,79.7,91565.67
2250,66,Female,47,Isuzu,Dmax,Sedan,6,1200,9599908,Kiambu,30519,1,160915,0,Comprehensive,0.59,0.78,52.8,171948.62
2251,71,Female,46,Mazda,CX5,SUV,4,1200,6293404,Nyeri,29835,2,411514,1,Comprehensive,0.42,0.39,52.4,117001.06
2252,35,Female,9,Subaru,Impreza,SUV,11,1200,986423,Kilifi,43260,0,0,0,Third Party,0.61,0.27,43.7,35746.35
2253,60,Female,35,Nissan,Xtrail,Hatchback,15,1500,7513166,Kiambu,38806,2,330234,0,Comprehensive,0.65,0.63,69.6,147247.49
2254,58,Female,32,Mitsubishi,Outlander,Sedan,13,1800,8850319,Meru,45586,0,0,0,Comprehensive,0.95,0.73,51.6,161104.79
2255,49,Male,27,Subaru,Impreza,Hatchback,0,1800,7906410,Nyeri,26340,1,44626,1,Third Party,0.24,0.26,40.4,133096.15
2256,19,Male,0,Mazda,Demio,Sedan,7,1000,3353316,Kajiado,16777,2,406342,0,Third Party,0.82,0.62,95.0,90799.74
2257,73,Male,50,Honda,Fit,Pickup,10,1300,6509563,Embu,49910,1,241001,0,Comprehensive,0.75,0.72,52.9,127093.45
2258,24,Female,1,Toyota,Axio,SUV,8,2500,4652226,Meru,53554,1,90490,0,Comprehensive,0.49,0.42,63.6,100233.39
2259,51,Male,33,Isuzu,Dmax,Pickup,1,2000,8402412,Kiambu,18335,1,123682,1,Comprehensive,0.66,0.92,65.2,155836.18
2260,69,Male,50,Subaru,Impreza,Pickup,19,3000,2868929,Embu,11064,2,429074,1,Comprehensive,0.39,0.63,57.3,70183.93
2261,39,Female,15,Subaru,Impreza,Hatchback,2,1300,4868455,Kilifi,19383,1,173996,0,Comprehensive,0.2,0.5,49.0,95526.82
2262,69,Female,46,Subaru,Forester,Pickup,5,3000,8312733,Meru,52573,0,0,0,Comprehensive,0.89,0.74,44.5,153840.99
2263,71,Male,49,Mitsubishi,Pajero,Sedan,5,2500,2800341,Kakamega,28925,1,114861,0,Comprehensive,0.88,0.41,51.6,73405.11
2264,56,Male,38,Mazda,CX5,Pickup,15,3000,9787765,Mombasa,27485,1,242487,0,Comprehensive,0.5,0.25,44.5,172016.48
2265,21,Male,3,Isuzu,Dmax,Hatchback,4,1000,1254718,Kisumu,36053,2,406478,1,Third Party,0.4,0.68,82.6,48320.77
2266,31,Male,6,Isuzu,Dmax,Hatchback,18,2000,3646201,Kericho,9294,2,118458,1,Comprehensive,0.68,0.86,89.6,92893.01
2267,31,Female,9,Isuzu,Dmax,Hatchback,10,1500,6368753,Uasin Gishu,55654,3,675186,0,Comprehensive,0.73,0.57,100.3,139281.29
2268,49,Male,27,Mitsubishi,Pajero,Hatchback,5,3000,3615189,Kisumu,39734,2,377630,0,Comprehensive,0.81,0.73,81.9,95977.83
2269,60,Female,42,Mitsubishi,Pajero,Sedan,8,2000,4784982,Kilifi,43636,0,0,1,Comprehensive,0.62,0.75,41.1,92374.73
2270,70,Male,44,Honda,Fit,Sedan,16,1800,840684,Kericho,45494,0,0,0,Third Party,0.56,0.91,37.5,35710.26
2271,51,Male,27,Mazda,CX5,SUV,9,1800,1180623,Machakos,9978,2,436478,1,Third Party,0.27,0.67,63.5,42759.35
2272,74,Female,56,Isuzu,Dmax,Hatchback,11,1500,8933739,Nakuru,25797,1,214793,0,Comprehensive,0.47,0.74,44.4,158856.08
2273,32,Female,4,Subaru,Forester,SUV,9,1200,8314998,Meru,26375,0,0,0,Third Party,0.28,0.81,46.1,146624.97
2274,56,Female,32,Honda,Fit,Sedan,6,3000,1605753,Kisumu,13534,1,130478,0,Third Party,0.62,0.51,53.3,54286.29
2275,64,Male,36,Mazda,CX5,Sedan,9,1300,758696,Nakuru,21029,0,0,1,Third Party,0.64,0.66,37.9,28980.44
2276,34,Male,13,Honda,Fit,SUV,7,3000,4470746,Meru,52782,1,42267,1,Comprehensive,0.6,0.25,58.5,91261.19
2277,36,Female,12,Honda,CRV,Sedan,2,1800,8729892,Nairobi,57642,1,25316,0,Comprehensive,0.96,0.26,68.5,162748.38
2278,34,Female,6,Subaru,Forester,Hatchback,8,1800,8241123,Meru,36809,1,143976,1,Third Party,0.22,0.99,61.9,147216.85
2279,41,Male,16,Subaru,Forester,Hatchback,17,1800,8926105,Kakamega,29055,1,154245,1,Third Party,0.4,0.49,53.8,154191.57
2280,54,Female,36,Mazda,Demio,Sedan,7,1500,3427348,Kajiado,19075,1,207505,0,Third Party,0.46,0.95,58.3,80210.22
2281,30,Female,6,Mazda,Demio,SUV,5,1300,7088232,Kakamega,54101,2,149316,1,Comprehensive,0.24,0.43,68.3,130623.48
2282,24,Female,0,Isuzu,Dmax,Pickup,2,1300,9645553,Nyeri,11444,3,564195,1,Third Party,0.55,0.96,106.2,185533.29
2283,46,Male,23,Subaru,Impreza,Sedan,12,1200,4859097,Uasin Gishu,13174,0,0,1,Comprehensive,0.62,0.42,41.5,89086.46
2284,34,Female,8,Toyota,Axio,Sedan,10,1800,3736142,Kiambu,53311,1,34394,1,Comprehensive,0.95,0.37,71.4,84192.13
2285,30,Female,8,Mitsubishi,Pajero,Hatchback,18,1200,7668369,Kajiado,40456,2,265532,0,Third Party,0.56,0.88,86.9,153425.53
2286,65,Female,42,Mitsubishi,Pajero,SUV,10,1000,625262,Nairobi,24727,0,0,1,Comprehensive,0.49,0.59,31.5,23428.93
2287,28,Male,2,Mitsubishi,Outlander,Sedan,2,1200,1945073,Kisumu,6742,0,0,1,Comprehensive,0.4,0.86,52.7,48576.1
2288,35,Male,16,Honda,CRV,Pickup,10,1200,1874498,Kiambu,21908,1,197153,0,Comprehensive,0.28,0.29,49.2,49617.47
2289,74,Male,50,Mitsubishi,Pajero,SUV,11,3000,9325332,Mombasa,36131,2,128940,0,Third Party,0.25,0.27,43.4,166329.98
2290,27,Female,8,Mitsubishi,Pajero,Pickup,15,1800,3978219,Mombasa,15322,0,0,0,Third Party,0.62,0.28,48.2,80973.29
2291,36,Female,10,Mitsubishi,Pajero,Hatchback,18,3000,1132767,Mombasa,45652,1,238234,1,Comprehensive,0.34,0.34,51.5,38491.51
2292,18,Female,0,Mitsubishi,Outlander,SUV,10,2500,9851361,Kisumu,40794,1,164499,1,Comprehensive,0.41,0.93,74.4,177220.42
2293,44,Female,22,Mazda,Demio,SUV,14,2500,2420688,Kilifi,27210,2,442890,0,Comprehensive,0.75,0.28,73.6,73160.32
2294,55,Male,28,Toyota,Corolla,Hatchback,15,1200,2918778,Mombasa,19099,2,265726,0,Third Party,0.63,0.42,67.3,76631.67
2295,21,Male,0,Subaru,Forester,Sedan,6,1800,1601732,Kilifi,17281,0,0,1,Third Party,0.68,0.61,59.6,45325.98
2296,62,Female,37,Isuzu,Dmax,Sedan,10,1800,7281278,Kiambu,23636,1,247845,0,Comprehensive,0.92,0.33,55.7,138619.17
2297,36,Female,16,Mazda,Demio,Sedan,6,1800,9811851,Machakos,19307,1,238802,1,Comprehensive,0.64,0.9,71.7,175177.76
2298,44,Female,26,Mitsubishi,Outlander,Sedan,18,1500,3006383,Nyeri,23201,0,0,0,Third Party,0.41,0.32,34.2,61845.74
2299,58,Male,29,Subaru,Impreza,Hatchback,14,1500,1088449,Kiambu,9223,3,528924,1,Third Party,0.96,0.66,95.5,57426.74
2300,37,Male,19,Nissan,Note,Pickup,18,1300,2347542,Mombasa,32552,2,437204,0,Third Party,0.62,0.24,72.4,67013.13
2301,37,Female,14,Isuzu,Dmax,Sedan,1,1500,9180172,Nairobi,29844,0,0,0,Third Party,0.59,0.79,52.5,163052.58
2302,34,Male,11,Toyota,Axio,Pickup,10,1300,2268480,Kilifi,14609,1,230482,0,Comprehensive,0.46,0.47,58.7,60527.2
2303,58,Female,34,Isuzu,Dmax,SUV,7,1300,6378497,Kajiado,32328,0,0,1,Third Party,0.75,0.97,50.4,118227.46
2304,34,Male,15,Mazda,Demio,Pickup,18,3000,3101499,Nairobi,22640,0,0,0,Third Party,0.39,0.73,46.8,71172.49
2305,39,Female,14,Toyota,Harrier,Pickup,5,1200,1170376,Kakamega,10736,2,259290,0,Third Party,0.6,0.25,71.0,49655.64
2306,18,Male,0,Isuzu,Dmax,SUV,1,2000,1198477,Embu,16263,0,0,1,Third Party,0.44,0.41,49.9,36677.15
2307,58,Female,32,Toyota,Prado,Hatchback,10,1500,2781748,Kilifi,14926,2,27334,1,Comprehensive,0.73,0.92,78.8,75676.22
2308,52,Female,26,Nissan,Note,Sedan,4,1500,4527655,Kilifi,54662,1,46241,0,Third Party,0.45,0.29,45.8,90964.82
2309,31,Male,6,Toyota,Prado,Hatchback,15,1800,4620468,Kiambu,14408,0,0,1,Third Party,0.54,0.32,44.6,85007.02
2310,49,Male,26,Honda,CRV,Sedan,18,3000,4314466,Meru,46371,0,0,0,Third Party,0.53,0.83,45.5,91366.99
2311,42,Male,19,Nissan,Navara,SUV,13,1000,2467652,Kakamega,57340,1,219998,0,Third Party,0.62,0.37,57.5,64114.78
2312,33,Male,9,Mitsubishi,Pajero,Sedan,9,2500,8319446,Mombasa,34955,2,206038,0,Third Party,0.71,0.66,85.5,166141.69
2313,64,Male,37,Honda,CRV,SUV,0,1300,8612376,Uasin Gishu,24648,0,0,0,Third Party,0.83,0.71,44.6,155035.64
2314,69,Female,42,Mazda,CX5,Sedan,8,2000,7365113,Bungoma,39941,4,254556,0,Third Party,0.6,0.76,96.2,159876.7
2315,47,Male,26,Mitsubishi,Outlander,Sedan,19,2500,5226754,Kajiado,57262,0,0,0,Third Party,0.6,0.53,42.6,103101.31
2316,43,Female,22,Toyota,Axio,SUV,4,2500,6746755,Nyeri,32748,1,63168,1,Third Party,0.43,0.73,58.5,126751.33
2317,46,Female,26,Nissan,Note,Hatchback,8,1200,6678340,Kajiado,56593,2,180390,1,Third Party,0.34,0.82,71.1,127875.1
2318,72,Male,50,Honda,Fit,Pickup,19,3000,8765360,Kiambu,6408,2,494078,0,Third Party,0.71,0.37,60.2,165830.4
2319,59,Male,41,Toyota,Harrier,SUV,18,1200,6137071,Bungoma,50447,3,76833,1,Third Party,0.57,0.69,83.9,126406.07
2320,35,Female,8,Mitsubishi,Pajero,Hatchback,15,3000,9956677,Kajiado,33222,2,342678,1,Comprehensive,0.64,0.52,79.6,183350.15
2321,74,Female,46,Isuzu,Dmax,SUV,12,2500,9652841,Kericho,15518,3,665934,1,Comprehensive,0.3,0.9,72.5,179692.61
2322,71,Male,46,Toyota,Prado,Hatchback,7,1300,6936975,Bungoma,28681,1,174371,0,Comprehensive,0.98,0.6,58.4,136154.62
2323,43,Female,23,Honda,CRV,Sedan,8,1200,1427927,Nairobi,29396,1,141030,1,Third Party,0.62,0.22,54.0,41618.9
2324,64,Male,42,Isuzu,Dmax,Sedan,6,1300,4413441,Nyeri,45701,1,135050,0,Comprehensive,0.96,0.25,54.3,94901.61
2325,65,Female,45,Isuzu,Dmax,Hatchback,5,1500,8630114,Kericho,30286,1,222848,0,Third Party,0.39,0.9,49.7,155801.71
2326,36,Male,12,Isuzu,Dmax,Hatchback,10,1300,730036,Kilifi,6651,1,139385,1,Third Party,0.87,0.49,70.4,38700.54
2327,67,Female,43,Nissan,Note,Hatchback,5,1200,7745779,Kilifi,10492,0,0,1,Comprehensive,0.93,0.26,37.1,133436.68
2328,56,Male,31,Mitsubishi,Pajero,SUV,3,1500,3358711,Meru,12819,0,0,1,Third Party,0.63,0.99,48.2,71630.67
2329,49,Female,27,Nissan,Navara,Hatchback,16,2500,4316413,Kiambu,23578,1,151587,0,Third Party,0.9,0.87,72.4,103246.2
2330,64,Male,35,Subaru,Impreza,SUV,9,2000,8302374,Nairobi,40351,1,231446,1,Third Party,0.62,0.39,46.9,148235.61
2331,55,Male,33,Mazda,CX5,Sedan,7,1000,7455288,Kiambu,30115,2,90374,0,Third Party,0.71,0.4,69.3,145179.32
2332,55,Male,35,Toyota,Axio,Sedan,11,1800,332286,Kakamega,26693,4,135748,0,Third Party,0.67,0.46,99.3,50134.29
2333,68,Female,41,Mazda,Demio,Hatchback,4,2000,2905574,Nakuru,35519,3,53964,0,Third Party,0.29,0.72,71.6,82033.61
2334,52,Male,30,Mitsubishi,Outlander,Hatchback,16,1200,1522322,Embu,43938,2,356410,1,Third Party,0.89,0.87,85.6,58884.83
2335,38,Female,14,Isuzu,Dmax,Hatchback,10,3000,6282035,Kilifi,36255,1,238222,1,Comprehensive,0.55,0.44,58.8,119480.52
2336,63,Male,35,Honda,Fit,Pickup,8,1500,4879655,Nyeri,39077,1,179790,1,Comprehensive,0.37,0.63,44.7,92544.82
2337,29,Male,8,Subaru,Forester,Sedan,17,1200,7135702,Kisumu,31203,2,54026,0,Third Party,0.8,0.42,85.4,144435.53
2338,18,Female,0,Mitsubishi,Pajero,SUV,5,2500,9221992,Mombasa,10555,2,465144,1,Third Party,0.43,0.3,77.4,167779.88
2339,26,Male,8,Isuzu,Dmax,SUV,4,2500,2730506,Kajiado,27272,1,217659,1,Third Party,0.64,0.98,78.3,73557.59
2340,35,Male,10,Isuzu,Dmax,Hatchback,19,2000,6910536,Kilifi,25982,1,168385,1,Third Party,0.51,0.29,56.1,127208.04
2341,35,Male,15,Nissan,Xtrail,Sedan,18,2000,7506633,Nakuru,50811,0,0,0,Third Party,0.68,0.94,59.2,143699.49
2342,59,Female,33,Nissan,Note,Pickup,4,2500,5584869,Kajiado,49741,0,0,0,Third Party,0.56,0.95,43.8,111373.04
2343,26,Female,0,Isuzu,Dmax,SUV,19,1500,7917066,Kiambu,28270,1,206189,1,Comprehensive,0.2,0.5,55.5,137755.99
2344,23,Female,3,Mazda,Demio,SUV,0,1500,4441503,Meru,23617,1,125039,0,Third Party,0.65,0.75,75.5,99572.54
2345,23,Female,5,Mitsubishi,Pajero,Hatchback,17,2500,3467365,Machakos,7209,2,437618,0,Comprehensive,0.7,0.38,84.6,90810.48
2346,63,Male,39,Subaru,Forester,SUV,11,1300,9091920,Kisumu,15228,2,375866,0,Third Party,0.89,0.23,67.3,170128.8
2347,33,Male,4,Nissan,Note,SUV,15,1500,8792356,Kisumu,59155,1,13088,0,Third Party,0.96,0.83,81.4,170185.34
2348,47,Female,20,Subaru,Impreza,Pickup,19,1800,9688559,Kakamega,22551,1,96392,0,Comprehensive,0.78,0.69,66.2,177928.38
2349,21,Male,0,Isuzu,Dmax,SUV,18,1300,4465933,Meru,43439,2,364858,0,Third Party,0.85,0.68,96.1,108538.99
2350,59,Male,30,Isuzu,Dmax,Hatchback,7,1300,4031077,Kiambu,41183,1,95839,1,Third Party,0.57,0.89,57.9,85916.15
2351,54,Male,32,Subaru,Forester,Pickup,12,1200,5234087,Embu,23277,1,120137,1,Third Party,0.51,0.45,49.8,98461.3
2352,68,Male,47,Mazda,Demio,Sedan,12,1300,9371911,Kakamega,26319,0,0,1,Third Party,0.84,0.37,36.1,157178.67
2353,18,Female,0,Mitsubishi,Pajero,Sedan,10,1200,389359,Kericho,21400,4,318052,0,Comprehensive,0.83,0.57,124.8,57990.39
2354,22,Male,0,Toyota,Harrier,Sedan,15,2000,1000408,Bungoma,35695,0,0,0,Third Party,0.91,0.92,72.2,50856.12
2355,25,Male,0,Toyota,Prado,Hatchback,4,1000,3168719,Nakuru,11489,1,71088,0,Third Party,0.88,0.94,85.2,86130.79
2356,41,Male,20,Nissan,Navara,SUV,1,1800,8669261,Machakos,36536,2,207026,0,Third Party,0.45,0.83,77.1,165088.91
2357,64,Female,43,Honda,Fit,SUV,15,1500,7192859,Bungoma,54741,1,147295,0,Third Party,0.88,0.86,64.1,141392.89
2358,73,Male,45,Mazda,CX5,Hatchback,8,2000,8258507,Mombasa,37636,2,64054,1,Third Party,0.28,0.23,44.0,145877.6
2359,50,Female,31,Nissan,Navara,Hatchback,17,2500,7266297,Kakamega,30836,0,0,0,Comprehensive,0.22,0.62,31.5,128394.46
2360,30,Male,1,Mitsubishi,Outlander,Hatchback,9,2000,5508911,Embu,42869,1,18507,0,Third Party,0.75,0.98,79.6,122583.66
2361,36,Male,7,Mitsubishi,Pajero,Sedan,10,2000,4508344,Mombasa,43718,1,93998,0,Comprehensive,0.98,0.99,83.7,110525.16
2362,47,Female,26,Mitsubishi,Outlander,Pickup,17,2000,8739985,Kajiado,45483,0,0,1,Comprehensive,0.28,0.51,32.6,145799.77
2363,32,Female,3,Isuzu,Dmax,SUV,17,2000,584618,Mombasa,23420,1,86711,1,Third Party,0.67,0.82,73.0,40719.27
2364,60,Female,32,Mazda,Demio,Sedan,18,3000,1009226,Nakuru,25110,2,76866,0,Third Party,0.96,0.4,74.3,55338.39
2365,38,Male,14,Isuzu,Dmax,Hatchback,19,1300,6014443,Meru,15067,2,73980,0,Third Party,0.24,0.63,68.3,120716.64
2366,27,Female,7,Mitsubishi,Outlander,Sedan,18,1500,3461686,Kiambu,29250,0,0,1,Comprehensive,0.49,0.45,47.7,68075.29
2367,50,Female,32,Toyota,Harrier,SUV,12,2000,5603132,Kericho,31044,3,140937,1,Third Party,0.98,0.31,93.1,124646.98
2368,52,Female,33,Mitsubishi,Outlander,Pickup,8,2500,333397,Uasin Gishu,44775,1,162088,0,Third Party,0.5,0.89,59.3,37100.96
2369,54,Male,28,Toyota,Corolla,SUV,6,2500,6425473,Kilifi,52698,2,388056,0,Comprehensive,0.75,0.93,81.6,139132.1
2370,32,Female,9,Honda,CRV,Hatchback,15,1500,6572368,Kakamega,10584,3,46005,1,Comprehensive,0.21,0.32,79.2,127035.52
2371,55,Male,33,Toyota,Harrier,Sedan,4,2000,3163185,Uasin Gishu,29917,2,246432,0,Comprehensive,0.66,0.46,69.0,83647.77
2372,47,Female,23,Nissan,Note,SUV,17,1500,5847066,Kiambu,56209,2,319672,0,Comprehensive,0.26,0.5,61.8,116305.99
2373,52,Female,24,Isuzu,Dmax,Pickup,11,1000,7704238,Machakos,50612,0,0,1,Comprehensive,0.88,0.68,51.5,138163.57
2374,44,Male,18,Honda,Fit,Hatchback,11,1000,4633659,Nyeri,59099,0,0,1,Third Party,0.25,0.9,41.0,85454.88
2375,39,Female,13,Mazda,CX5,Pickup,9,1300,8366341,Bungoma,12420,0,0,0,Comprehensive,0.21,0.76,39.5,144945.11
2376,65,Male,39,Mitsubishi,Pajero,Hatchback,19,1200,7044008,Nyeri,48042,1,65918,0,Third Party,0.79,0.8,59.7,137610.12
2377,40,Male,14,Nissan,Note,Pickup,8,1500,8172847,Nairobi,52013,1,210772,0,Third Party,0.98,0.67,75.3,158592.71
2378,39,Female,17,Subaru,Impreza,Pickup,3,1200,1291072,Kiambu,19275,0,0,0,Comprehensive,0.68,0.25,43.4,40366.08
2379,50,Female,32,Toyota,Prado,Pickup,9,1800,2871846,Mombasa,57248,1,249883,0,Third Party,0.63,0.42,54.8,69527.69
